datetime,AirTemp,pres,rain,rh,wd,ws,Global_Solar_Flux,Diffuse_Solar_Flux,Direct_Solar_Flux,Downwelling_IR_Flux,SAA,SZA,PAC,TGBT [kW],kw_heater_corridor1_zone1,kw_heaters_corridor_zone2,kw_heaters_toilets_zone2,kw_heatingcoolingtotal_zone1,kw_heatingcoolingtotal_zone2,kw_lights_zone1,kw_lights_zone2,kw_total_zone1,kw_total_zone2,kw_ventilation_zone1,kw_ventilation_zone2,kw_water_heater_zone2,plugs_zone2
2022-01-02 11:00:00+00:00,11.723,998.406,0.0,80.022,256.569,4.172,110.905,110.935,0.997,356.94,-11.505,72.402,1679.667,14.113,-1.594,-1.583,-0.51,-2.178,-2.346,-0.002,-0.246,2.464,2.642,-0.026,-0.043,-0.004,-0.149
2022-01-02 12:00:00+00:00,12.16,998.155,0.0,81.035,238.858,3.293,81.035,80.352,2.373,361.306,2.993,71.663,1114.667,14.27,-1.609,-1.597,-0.516,-2.203,-2.382,-0.002,-0.287,2.492,2.716,-0.026,-0.043,-0.004,-0.149
2022-01-02 13:00:00+00:00,12.493,997.349,0.0,80.167,233.281,4.321,78.779,78.739,0.497,339.052,17.355,73.408,1140.333,14.156,-1.608,-1.597,-0.509,-2.205,-2.373,-0.002,-0.229,2.493,2.649,-0.026,-0.043,-0.004,-0.149
2022-01-02 14:00:00+00:00,12.921,997.517,0.0,78.463,236.594,4.127,95.661,95.501,1.723,344.182,31.0,77.459,1247.333,13.785,-1.603,-1.59,-0.481,-2.197,-2.307,-0.002,-0.252,2.486,2.883,-0.026,-0.043,-0.297,-0.149
2022-01-02 15:00:00+00:00,12.965,997.41,0.0,77.325,237.783,5.882,43.81,43.854,-0.038,341.949,43.622,83.452,537.0,14.248,-1.608,-1.596,-0.462,-2.202,-2.323,-0.003,-0.222,2.49,2.595,-0.026,-0.043,-0.004,-0.149
2022-01-02 16:00:00+00:00,12.769,997.047,0.0,78.243,236.195,5.392,0.834,0.735,-0.111,349.769,55.235,90.0,0.0,13.537,-1.597,-1.585,-0.463,-2.186,-2.315,-0.002,-0.222,2.476,2.587,-0.026,-0.043,-0.004,-0.148
2022-01-02 17:00:00+00:00,12.533,997.078,0.0,79.245,237.141,5.013,-0.757,-0.871,-0.23,324.331,66.087,90.0,0.0,13.641,-1.583,-1.572,-0.464,-2.168,-2.26,-0.002,-0.222,2.453,2.537,-0.026,-0.043,-0.004,-0.148
2022-01-02 18:00:00+00:00,12.583,997.223,0.0,76.644,245.277,6.127,-0.41,-0.485,-0.131,353.79,76.582,90.0,0.0,14.215,-1.613,-1.601,-0.477,-2.206,-2.327,-0.002,-0.283,2.496,2.66,-0.026,-0.043,-0.004,-0.149
2022-01-02 19:00:00+00:00,12.332,997.635,0.0,75.299,255.372,5.701,-0.689,-0.811,-0.229,323.027,87.269,90.0,0.0,13.716,-1.617,-1.605,-0.477,-2.212,-2.333,-0.002,-0.24,2.503,2.622,-0.027,-0.043,-0.004,-0.149
2022-01-02 20:00:00+00:00,12.11,998.199,0.0,75.478,260.243,5.159,-0.77,-0.88,-0.27,321.829,98.926,90.0,0.0,13.751,-1.63,-1.618,-0.482,-2.225,-2.323,-0.002,-0.296,2.514,2.672,-0.027,-0.044,-0.004,-0.15
2022-01-02 21:00:00+00:00,11.755,998.476,0.0,75.579,261.213,5.468,-0.77,-0.879,-0.265,320.291,112.781,90.0,0.0,13.724,-1.647,-1.635,-0.483,-2.25,-2.356,-0.003,-0.224,2.54,2.632,-0.027,-0.044,-0.004,-0.15
2022-01-02 22:00:00+00:00,11.325,998.745,0.0,77.323,254.867,5.101,-0.574,-0.675,-0.199,330.814,130.837,90.0,0.0,14.637,-1.597,-1.584,-0.479,-2.182,-2.326,-0.002,-0.222,2.466,2.948,-0.026,-0.043,-0.382,-0.149
2022-01-02 23:00:00+00:00,10.977,998.855,0.0,79.996,257.586,5.083,-0.737,-0.838,-0.261,317.147,155.612,90.0,0.0,13.782,-1.623,-1.611,-0.488,-2.214,-2.365,-0.002,-0.239,2.506,2.653,-0.026,-0.044,-0.004,-0.15
2022-01-03 00:00:00+00:00,10.627,998.715,0.0,80.265,252.8,4.167,-0.77,-0.88,-0.312,307.668,-173.63,90.0,0.0,14.387,-1.609,-1.597,-0.503,-2.201,-2.361,-0.002,-0.241,2.485,2.65,-0.026,-0.043,-0.004,-0.149
2022-01-03 01:00:00+00:00,10.371,998.883,0.0,82.055,253.883,4.443,-0.698,-0.774,-0.281,319.255,-144.703,90.0,0.0,13.828,-1.61,-1.598,-0.51,-2.204,-2.368,-0.002,-0.222,2.488,2.639,-0.026,-0.044,-0.004,-0.149
2022-01-03 02:00:00+00:00,10.326,998.754,0.0,84.1,247.434,4.232,-0.693,-0.812,-0.273,306.705,-122.895,90.0,0.0,13.931,-1.618,-1.606,-0.515,-2.234,-2.381,-0.003,-0.249,2.518,2.678,-0.027,-0.044,-0.004,-0.148
2022-01-03 03:00:00+00:00,9.99,998.573,0.0,86.252,255.775,4.374,-0.746,-0.829,-0.309,311.911,-106.843,90.0,0.0,14.813,-1.614,-1.602,-0.518,-2.232,-2.382,-0.002,-0.224,2.515,2.655,-0.026,-0.043,-0.004,-0.149
2022-01-03 04:00:00+00:00,10.268,998.108,0.0,82.64,245.51,4.063,-0.595,-0.677,-0.181,328.225,-94.069,90.0,0.0,16.967,-1.605,-1.594,-0.516,-2.225,-2.334,-0.002,-0.24,2.508,2.626,-0.026,-0.043,-0.004,-0.149
2022-01-03 05:00:00+00:00,10.147,997.772,0.0,83.873,244.679,3.249,-0.445,-0.547,-0.166,330.538,-82.922,90.0,64.4,44.669,-1.631,-1.616,-0.605,-5.924,-4.935,-0.464,-0.379,6.631,5.523,-0.026,-0.044,-0.541,-0.15
2022-01-03 06:00:00+00:00,10.177,997.771,0.0,83.829,243.084,4.242,-0.425,-0.491,-0.123,337.708,-72.393,90.0,128.8,67.346,-1.601,-1.588,-0.485,-11.712,-9.143,-0.001,-0.162,11.905,8.432,-0.027,-0.043,-0.004,-0.149
2022-01-03 07:00:00+00:00,10.073,997.455,0.0,84.847,232.61,3.007,-0.429,-0.493,-0.139,333.482,-61.813,90.0,193.2,52.299,-1.604,-1.592,-0.442,-5.889,-3.814,-1.013,-0.419,7.23,4.424,-0.026,-0.043,-0.383,-0.178
2022-01-03 08:00:00+00:00,9.837,997.107,0.0,87.795,229.03,3.454,8.283,8.207,-0.081,339.806,-50.694,87.72,257.6,51.004,-1.631,-1.619,-0.468,-6.156,-4.385,-1.113,-1.459,7.759,5.492,-0.026,-0.044,-0.004,-0.277
2022-01-03 09:00:00+00:00,10.076,996.579,0.0,88.109,227.075,4.656,35.442,35.477,0.097,350.426,-38.69,80.761,322.0,44.125,-1.632,-1.081,-0.601,-7.478,-1.972,-1.482,-1.529,10.137,4.09,-0.027,-0.044,-0.43,-0.551
2022-01-03 10:00:00+00:00,10.533,996.53,0.0,86.035,235.941,5.286,63.38,63.474,0.152,353.071,-25.633,75.49,870.333,36.336,-1.631,-1.079,-0.501,-5.676,-1.823,-1.449,-1.641,7.697,4.153,-0.026,-0.043,-0.404,-0.708
2022-01-03 11:00:00+00:00,10.933,995.83,0.0,83.463,238.044,4.929,98.5,98.701,0.235,346.009,-11.631,72.322,1412.0,41.136,-1.629,-1.077,-0.455,-5.486,-1.753,-1.484,-2.185,7.533,4.691,-0.026,-0.043,-0.379,-0.937
2022-01-03 12:00:00+00:00,11.573,995.027,0.0,80.324,242.879,5.045,162.009,162.295,0.698,349.971,2.884,71.563,2593.333,31.799,-1.636,-1.082,-0.538,-4.647,-1.909,-0.811,-1.688,5.861,4.495,-0.027,-0.044,-0.488,-0.883
2022-01-03 13:00:00+00:00,11.731,993.802,0.0,78.761,235.772,5.292,112.936,112.655,1.718,349.53,17.268,73.292,1891.667,31.679,-1.639,-1.083,-0.488,-3.933,-1.811,-1.095,-1.737,5.515,4.936,-0.027,-0.044,-1.165,-0.754
2022-01-03 14:00:00+00:00,11.225,992.859,0.0,85.2,227.62,4.179,36.459,36.465,-0.171,361.259,30.935,77.33,372.333,34.989,-1.592,-1.055,-0.45,-5.317,-1.755,-1.199,-1.813,7.385,3.681,-0.026,-0.043,-0.004,-0.526
2022-01-03 15:00:00+00:00,10.671,991.907,0.013,92.267,231.86,3.371,23.744,23.8,-0.11,357.159,43.577,83.316,238.667,34.896,-1.6,-1.06,-0.443,-4.136,-1.744,-1.123,-1.546,5.761,3.408,-0.026,-0.043,-0.004,-0.51
2022-01-03 16:00:00+00:00,10.553,991.02,0.053,94.53,228.227,3.647,0.393,0.341,-0.089,362.987,55.206,89.992,0.0,36.565,-1.587,-1.052,-0.334,-6.492,-1.665,-1.062,-1.478,8.093,3.362,-0.026,-0.042,-0.004,-0.6
2022-01-03 17:00:00+00:00,10.759,989.523,0.013,95.473,229.277,4.842,-0.255,-0.292,-0.116,364.681,66.07,90.0,0.0,33.578,-1.632,-1.081,-0.339,-6.187,-1.659,-0.976,-1.156,7.6,3.696,-0.026,-0.044,-0.502,-0.713
2022-01-03 18:00:00+00:00,11.278,988.634,0.013,92.604,243.402,5.903,-0.325,-0.413,-0.11,366.075,76.573,90.0,0.0,27.984,-1.604,-1.064,-0.379,-1.878,-2.825,-0.489,-0.563,2.735,3.359,-0.026,-0.043,-0.004,-0.252
2022-01-03 19:00:00+00:00,11.314,987.994,0.0,90.24,236.071,6.1,-0.362,-0.456,-0.224,364.728,87.264,90.0,0.0,17.759,-1.622,-1.076,-0.528,-2.806,-1.87,-0.165,-0.103,3.292,2.44,-0.026,-0.004,-0.355,-0.226
2022-01-03 20:00:00+00:00,11.261,987.153,0.0,90.139,235.358,6.719,-0.403,-0.494,-0.248,363.973,98.919,90.0,0.0,14.042,-1.603,-1.064,-0.651,-2.024,-1.983,-0.002,-0.028,2.343,2.144,-0.026,0.01,-0.004,-0.224
2022-01-03 21:00:00+00:00,11.202,986.231,0.0,89.907,236.58,5.27,-0.395,-0.571,-0.239,362.654,112.759,90.0,0.0,14.364,-1.604,-1.064,-0.618,-2.094,-1.902,-0.002,-0.044,2.408,2.082,-0.026,0.01,-0.004,-0.225
2022-01-03 22:00:00+00:00,10.897,985.187,0.013,92.143,233.342,4.811,-0.409,-0.491,-0.3,364.175,130.773,90.0,0.0,14.063,-1.604,-1.065,-0.511,-2.143,-1.842,-0.002,-0.025,2.445,2.0,-0.026,0.01,-0.004,-0.225
2022-01-03 23:00:00+00:00,10.668,983.965,0.0,94.56,226.177,5.521,-0.241,-0.327,-0.191,363.915,155.457,90.0,0.0,13.922,-1.622,-1.076,-0.36,-2.212,-1.699,-0.003,-0.041,2.517,1.871,-0.027,0.01,-0.004,-0.225
2022-01-04 00:00:00+00:00,10.479,982.545,0.027,95.873,228.443,4.931,-0.176,-0.29,-0.107,363.984,-173.889,90.0,0.0,13.945,-1.622,-1.076,-0.22,-2.235,-1.565,-0.002,-0.025,2.535,1.759,-0.027,-0.029,-0.004,-0.226
2022-01-04 01:00:00+00:00,10.621,981.003,0.04,95.331,235.456,4.527,-0.189,-0.29,-0.137,363.695,-144.982,90.0,0.0,14.092,-1.615,-1.071,-0.166,-2.262,-1.499,-0.002,-0.025,2.56,1.708,-0.026,-0.044,-0.004,-0.225
2022-01-04 02:00:00+00:00,10.766,979.777,0.053,94.737,239.715,4.502,-0.169,-0.29,-0.17,364.45,-123.138,90.0,0.0,14.451,-1.62,-1.075,-0.205,-2.295,-1.504,-0.002,-0.025,2.6,1.716,-0.026,-0.044,-0.004,-0.225
2022-01-04 03:00:00+00:00,10.819,978.42,0.027,94.768,244.941,3.743,-0.179,-0.29,-0.152,365.163,-107.047,90.0,0.0,14.285,-1.613,-1.07,-0.293,-2.313,-1.595,-0.002,-0.025,2.609,1.807,-0.027,-0.044,-0.004,-0.226
2022-01-04 04:00:00+00:00,10.619,977.641,0.053,95.062,249.309,3.462,0.019,-0.24,-0.078,365.256,-94.247,90.0,0.0,16.462,-1.6,-1.061,-0.392,-2.306,-1.713,-0.002,-0.051,2.601,1.945,-0.026,-0.043,-0.004,-0.225
2022-01-04 05:00:00+00:00,7.836,978.221,0.027,95.389,14.231,4.351,-0.223,-0.287,-0.077,349.878,-83.084,90.0,14.4666,45.893,-1.577,-1.046,-0.473,-5.466,-5.002,-0.002,-0.033,5.719,4.8,-0.026,-0.043,-0.004,-0.223
2022-01-04 06:00:00+00:00,7.439,978.573,0.027,95.228,122.514,4.463,-0.213,-0.281,-0.087,345.869,-72.545,90.0,28.9332,48.305,-1.586,-1.053,-0.312,-9.071,-3.25,-0.002,-0.045,9.295,3.276,-0.026,-0.043,-0.004,-0.228
2022-01-04 07:00:00+00:00,7.137,979.345,0.0,94.423,340.17,3.252,-0.277,-0.315,-0.11,341.393,-61.96,90.0,43.3998,39.807,-1.605,-1.065,-0.323,-5.176,-3.765,-0.567,-0.145,6.045,3.776,-0.026,-0.043,-0.004,-0.226
2022-01-04 08:00:00+00:00,7.131,980.307,0.013,93.269,309.316,2.725,6.935,6.887,-0.11,339.036,-50.839,87.694,57.8664,41.861,-1.619,-1.072,-0.29,-7.423,-2.797,-1.261,-1.207,9.161,4.453,-0.026,-0.044,-0.54,-0.319
2022-01-04 09:00:00+00:00,7.27,981.003,0.013,92.987,278.105,2.81,14.214,14.168,-0.11,340.443,-38.832,80.717,72.333,44.55,-1.621,-1.074,-0.27,-7.077,-1.568,-1.408,-1.437,8.931,3.163,-0.026,-0.044,-0.004,-0.432
2022-01-04 10:00:00+00:00,7.145,981.341,0.0,95.334,257.341,2.472,33.123,33.16,0.006,337.89,-25.769,75.425,341.333,41.24,-1.635,-1.081,-0.266,-5.339,-2.492,-1.264,-1.593,7.129,4.648,-0.026,-0.044,-0.48,-0.564
2022-01-04 11:00:00+00:00,7.509,981.3,0.0,94.969,252.735,3.654,60.041,60.185,0.131,338.617,-11.756,72.236,823.667,35.64,-1.636,-1.082,-0.328,-2.88,-3.183,-1.269,-1.505,4.609,5.081,-0.026,-0.044,-0.451,-0.446
2022-01-04 12:00:00+00:00,8.013,981.358,0.0,93.547,254.294,3.875,96.151,96.383,0.338,338.524,2.777,71.456,1470.667,33.357,-1.622,-1.076,-0.309,-5.454,-1.588,-0.787,-0.757,6.657,2.57,-0.026,-0.044,-0.062,-0.328
2022-01-04 13:00:00+00:00,8.398,980.571,0.0,90.373,240.941,3.356,79.501,79.605,0.316,333.903,17.183,73.168,1145.667,41.164,-1.626,-1.076,-0.356,-6.193,-1.689,-1.232,-0.946,7.904,3.341,-0.026,-0.044,-0.374,-0.534
2022-01-04 14:00:00+00:00,8.72,980.524,0.0,88.664,253.544,2.894,52.556,52.586,0.352,344.557,30.873,77.195,729.0,34.968,-1.638,-1.085,-0.384,-3.155,-1.928,-1.26,-1.093,4.964,3.167,-0.026,-0.044,-0.004,-0.405
2022-01-04 15:00:00+00:00,8.695,980.506,0.0,85.055,254.225,4.022,28.173,28.203,0.17,335.738,43.536,83.173,281.333,34.101,-1.594,-1.055,-0.307,-5.003,-1.711,-1.476,-1.194,7.033,3.6,-0.026,-0.043,-0.562,-0.444
2022-01-04 16:00:00+00:00,8.486,980.647,0.0,85.485,255.427,4.099,2.918,2.86,-0.107,313.903,55.182,89.973,0.0,37.42,-1.587,-1.051,-0.33,-6.304,-3.93,-1.347,-1.092,8.112,5.263,-0.026,-0.043,-0.41,-0.369
2022-01-04 17:00:00+00:00,8.226,981.066,0.0,70.686,279.581,5.071,-0.095,-0.293,0.103,330.793,66.059,90.0,15.7291875,33.815,-1.615,-1.072,-0.369,-4.597,-1.712,-0.732,-0.664,5.776,2.58,-0.027,-0.044,-0.004,-0.332
2022-01-04 18:00:00+00:00,7.537,981.376,0.0,72.853,266.345,4.415,-0.185,-0.313,-0.083,330.81,76.571,90.0,31.458375,29.003,-1.62,-1.074,-0.366,-4.762,-3.363,-0.532,-0.384,5.669,3.709,-0.027,-0.044,-0.004,-0.269
2022-01-04 19:00:00+00:00,6.847,981.711,0.0,82.459,289.336,4.509,-0.703,-0.904,0.42,336.212,87.266,90.0,47.1875625,20.992,-1.636,-1.086,-0.354,-3.383,-1.676,-0.394,-0.422,4.176,2.249,-0.027,-0.004,-0.004,-0.25
2022-01-04 20:00:00+00:00,6.435,982.624,0.0,79.353,306.204,6.669,-0.35,-0.445,0.018,333.171,98.92,90.0,62.91675,14.271,-1.611,-1.069,-0.283,-1.927,-1.595,-0.002,-0.124,2.234,1.844,-0.027,0.01,-0.004,-0.214
2022-01-04 21:00:00+00:00,4.101,983.964,0.0,85.198,341.305,6.876,-0.757,-0.898,-0.094,310.952,112.745,90.0,78.6459375,14.81,-1.633,-1.084,-0.254,-1.975,-1.597,-0.002,-0.027,2.278,1.749,-0.027,0.01,-0.004,-0.215
2022-01-04 22:00:00+00:00,3.466,985.693,0.0,81.166,340.134,4.893,-0.554,-0.711,-0.103,314.749,130.718,90.0,94.375125,14.025,-1.61,-1.068,-0.254,-1.967,-1.536,-0.002,-0.038,2.265,1.704,-0.027,0.01,-0.004,-0.214
2022-01-04 23:00:00+00:00,3.262,986.435,0.0,80.271,335.971,3.486,-0.342,-0.545,-0.11,295.087,155.311,90.0,110.1043125,14.139,-1.62,-1.075,-0.271,-2.039,-1.569,-0.002,-0.025,2.338,1.724,-0.027,0.01,-0.004,-0.215
2022-01-05 00:00:00+00:00,3.145,986.963,0.0,81.375,310.617,4.207,-1.002,-1.094,-0.353,236.928,-174.144,90.0,125.8335,14.311,-1.594,-1.057,-0.296,-2.088,-1.61,-0.002,-0.024,2.382,1.798,-0.026,-0.029,-0.004,-0.214
